question,options,answer,explanation
"1, 9, 25, 49, 81, ?","['100', '112', '121', '144']",C,"The series consists of squares of consecutive odd numbersi.e. 12, 32, 52, 72, 92,.....So, missing term = 112= 121."
"1, 9, 25, 49, ?, 121","['64', '81', '91', '100']",B,"The given series consists of squares of consecutive odd numbersi.e. 12, 32, 52, 72,.....So, missing term = 92= 81."
"2,2,5, 13,28,?","['49', '50', '51', '52']",D,"The pattern is + 0, + 3, + 8, + 15, ..... i.e. + (l2- 1), + (22- 1), + (32- 1), + (42- 1), .....So, missing term = 28 + (52- 1) = 28 + 24 = 52."
"0, 2, 8, 14, ?, 34","['20', '23', '24.', '25']",C,"The pattern is + 2, + 6, + 6, + 10, + 10,.....So, missing term = 14 + 10 = 24."
"1, 5, 14, 30, 55, 91, ?","['130', '140', '150', '160']",B,"The pattern is + 4, + 9, + 16, + 25, + 36, ..... i.e. + 22, + 32, + 42, + 52, + 62,.....So, missing term = 91 + 72= 91 + 49 = 140."
"In the series 10, 17, 24, 31, 38,.....which of the following will be a number of the series ?","['48', '346', '574', '1003']",B,"The given series consists of numbers each of which, on dividing by 7, leaves aremainder 3. No other number except 346 satisfies the property."
"240, ?, 120, 40, 10, 2","['180', '240', '420', '480']",B,"The pattern is ÷ 1, ÷ 2, ÷ 3, ÷ 4, ÷ 5.So, missing term = 240 ÷ 1 = 240."
"125,80,45,20,?","['5', '8', '10', '12']",A,"The pattern is - 45, - 35, - 25, .....So, missing term = 20 - 15 = 5."
"2,3,8,27, 112,?","['226', '339', '452', '565']",D,"The pattern is x 1 + 1, x 2 + 2, x 3 + 3, x 4 + 4,.....So, missing term = 112 x 5 + 5 = 565."
"6, 17, 39, 72, ?","['83', '94', '116', '127']",C,"The pattern is + 11, + 22, + 33, .....So, missing term = 72 + 44 = 116."
"20, 20, 19, 16, 17, 13, 14, 11, ?, ?","['10, 10', '10, 11', '13, 14', '13, 16']",A,"Let the missing terms of the series be x1and x2.Thus, the sequence 20, 20, 19, 16, 17, 13, 14, 11, xv x2 is a combination of two series :I. 20, 19, 17, 14, x1and II. 20, 16, 13, 11, x2The pattern in I is - 1, - 2, - 3,......So, missing term, x1= 14 - 4 = 10.The pattern in II is - 4, - 3, - 2,......So, missing term, x2= 11 - 1 = 10."
"24, 60, 120, 210, ?","['300', '336', '420', '525']",B,"The pattern is + 36, + 60, + 90,.....i.e. + [6 x (6 + 0)], + [6 x (6 + 4)], + [6 x (6 + 9)],...So, missing term = 210 + [6 x (6 + 15)] = 210 + 126 = 336."
"625, 5, 125, 25, 25, ?, 5","['5', '25', '125', '625']",C,"The given sequence is a combination of two series :I. 625, 125, 25, 5 and II. 5, 25, ?The pattern in I is ÷ 5, while that in II is x 5. So, missing term = 25 x 5 = 125."
"10, 100, 200, 310, ?","['400', '410', '420', '430']",D,"The pattern is + 90 + 100, + 110,.....So, missing term = 310 + 120 = 430."
"11, 10, ?, 100, 1001, 1000, 10001","['101', '110', '111', 'None of these']",A,"The pattern is - 1, x 10 + 1, - 1, x 10 + 1, - 1, x 10 + 1, .....So, missing term = 10 x 10 + 1 = 101."
"2, 7, 27, 107, 427, ?","['1262', '1707', '4027', '4207']",B,"The pattern is + 5, + 20, + 80, + 320, ...... i.e. + (5 x 12), + (5 x 22), + (5 x 42), + (5 x 82),.....So, missing term = 427 + (5 x 162) = 427 + 1280 = 1707."
"1, 1, 4, 8, 9, 27, 16, ?","['32', '64', '81', '256']",B,"The series consists of squares and cubes of consecutive natural numbers i.e. 12, 13, 22, 23, 32, 33, 42, .....So, missing term = 43= 64."
"1, 2, 3, 6, 9, 18, ?, 54","['18', '27', '36', '81']",B,"The pattern is x 2, x 3/2, x 2, x 3/2, x 2,.....So, missing term = 18 x 3/2 = 27."
"6, 13, 25, 51, 101, ?","['201', '202', '203', '205']",C,"The pattern is x 2 + 1, x 2 - 1, x 2 + 1, x 2 - 1,.....So, missing term = 101 x 2 + 1 = 203."
"5, 6, 9, 15, ?, 40","['21', '25', '27', '33']",B,"The pattern is + 1, + 3, + 6,....., i.e. + 1, + (1 + 2), + (1 + 2 + 3),.....So, missing term = 15 + (1 + 2 + 3 + 4) = 25."
"1, 3, 4, 8, 15, 27, ?","['37', '44', '50', '55']",C,"The sum of any three consecutive terms of the series gives the next term.So, missing number = 8 + 15 + 27 = 50."
