question,options,answer,explanation
"The length of the bridge, which a train 130 metres long and travelling at 45 km/hr can cross in 30 seconds, is:","['200 m', '225 m', '245 m', '250 m']",C,"Speed =45 x5m/sec=25m/sec.182Time = 30 sec.Let the length of bridge bexmetres.Then,130 +x=253022(130 +x) = 750x= 245 m.Video Explanation:https://youtu.be/M_d8WufJWKc"
How many seconds will a 500 metre long train take to cross a man walking with a speed of 3 km/hr in the direction of the moving train if the speed of the train is 63 km/hr?,"['25', '30', '40', '45']",B,Speed of the train relative to man= (63 - 3) km/hr= 60 km/hr=60 x5m/sec18=50m/sec.3Time taken to pass the man=500 x3sec50= 30 sec.
"Two goods train each 500 m long, are running in opposite directions on parallel tracks. Their speeds are 45 km/hr and 30 km/hr respectively. Find the time taken by the slower train to pass the driver of the faster one.","['12 sec', '24 sec', '48 sec', '60 sec']",B,"Relative speed == (45 + 30) km/hr=75 x5m/sec18=125m/sec.6We have to find the time taken by the slower train to pass the DRIVER of the faster train and not the complete train.So, distance covered = Length of the slower train.Therefore, Distance covered = 500 m.Required time =500 x6= 24 sec.125"
"Two trains are running in opposite directions with the same speed. If the length of each train is 120 metres and they cross each other in 12 seconds, then the speed of each train (in km/hr) is:","['10', '18', '36', '72']",C,"Let the speed of each train bexm/sec.Then, relative speed of the two trains = 2xm/sec.So, 2x=(120 + 120)122x= 20x= 10.Speed of  each train = 10 m/sec =10 x18km/hr = 36 km/hr.5"
"Two trains of equal lengths take 10 seconds and 15 seconds respectively to cross a telegraph post. If the length of each train be 120 metres, in what time (in seconds) will they cross each other travelling in opposite direction?","['10', '12', '15', '20']",B,Speed of the first train =120m/sec = 12 m/sec.10Speed of the second train =120m/sec = 8 m/sec.15Relative speed = (12 + 8) = 20 m/sec.Required time =(120 + 120)sec = 12 sec.20
A train 108 m long moving at a speed of 50 km/hr crosses a train 112 m long coming from opposite direction in 6 seconds. The speed of the second train is:,"['48 km/hr', '54 km/hr', '66 km/hr', '82 km/hr']",D,Let the speed of the second train bexkm/hr.Relative speed= (x+ 50) km/hr=(x+ 50) x5m/sec18=250 + 5xm/sec.18Distance covered = (108 + 112) = 220 m.220= 6250 + 5x18250 + 5x= 660x= 82 km/hr.
Two trains are running at 40 km/hr and 20 km/hr respectively in the same direction. Fast train completely passes a man sitting in the slower train in 5 seconds. What is the length of the fast train?,"['23 m', '232m9', '277m9', '29 m']",C,Relative speed = (40 - 20) km/hr =20 x5m/sec =50m/sec.189Length of faster train =50x 5m =250m = 277m.999
"A train overtakes two persons who are walking in the same direction in which the train is going, at the rate of 2 kmph and 4 kmph and passes them completely in 9 and 10 seconds respectively. The length of the train is:","['45 m', '50 m', '54 m', '72 m']",B,"2 kmph =2 x5m/sec =5m/sec.1894 kmph =4 x5m/sec =10m/sec.189Let the length of the train bexmetres and its speed byym/sec.Then,x= 9 andx= 10.y-59y-1099y- 5 =xand 10(9y- 10) = 9x9y-x= 5 and 90y- 9x= 100.On solving, we get:x= 50.Length of the train is 50 m."
A train overtakes two persons walking along a railway track. The first one walks at 4.5 km/hr. The other one walks at 5.4 km/hr. The train needs 8.4 and 8.5 seconds respectively to overtake them. What is the speed of the train if both the persons are walking in the same direction as the train?,"['66 km/hr', '72 km/hr', '78 km/hr', '81 km/hr']",D,"4.5 km/hr =4.5 x5m/sec =5m/sec = 1.25 m/sec, and1845.4 km/hr =5.4 x5m/sec =3m/sec = 1.5 m/sec.182Let the speed of the train bexm/sec.Then, (x- 1.25) x 8.4 = (x- 1.5) x 8.58.4x- 10.5 = 8.5x- 12.750.1x= 2.25x= 22.5Speed of the train =22.5 x18km/hr = 81 km/hr.5"
"A train travelling at 48 kmph completely crosses another train having half its length and travelling in opposite direction at 42 kmph, in 12 seconds. It also passes a railway platform in 45 seconds. The length of the platform is","['400 m', '450 m', '560 m', '600 m']",A,"Let the length of the first train bexmetres.Then, the length of the second train isxmetres.2Relative speed = (48 + 42) kmph =90 x5m/sec = 25 m/sec.18[x+ (x/2)]= 12 or3x= 300     orx= 200.252Length of first train = 200 m.Let the length of platform beymetres.Speed of the first train =48 x5m/sec =40m/sec.183(200 +y) x3= 4540600 + 3y= 1800y= 400 m."
Two stations A and B are 110 km apart on a straight line. One train starts from A at 7 a.m. and travels towards B at 20 kmph. Another train starts from B at 8 a.m. and travels towards A at a speed of 25 kmph. At what time will they meet?,"['9 a.m.', '10 a.m.', '10.30 a.m.', '11 a.m.']",B,"Suppose they meetxhours after 7 a.m.Distance covered by A inxhours = 20xkm.Distance covered by B in (x- 1) hours = 25(x- 1) km.20x+ 25(x- 1) = 11045x= 135x= 3.So, they meet at 10 a.m."
Two trains running in opposite directions cross a man standing on the platform in 27 seconds and 17 seconds respectively and they cross each other in 23 seconds. The ratio of their speeds is:,"['1 : 3', '3 : 2', '3 : 4', 'None of these']",B,"Let the speeds of the two trains bexm/sec andym/sec respectively.Then, length of the first train = 27xmetres,and length of the second train = 17ymetres.27x+ 17y= 23x+y27x+ 17y= 23x+ 23y4x= 6yx=3.y2"
"Two, trains, one from Howrah to Patna and the other from Patna to Howrah, start simultaneously. After they meet, the trains reach their destinations after 9 hours and 16 hours respectively. The ratio of their speeds is:","['2 : 3', '4 : 3', '6 : 7', '9 : 16']",B,"Let us name the trains as A and B. Then,(A's speed) : (B's speed) =b:a=16:9= 4 : 3."
"A train passes a station platform in 36 seconds and a man standing on the platform in 20 seconds. If the speed of the train is 54 km/hr, what is the length of the platform?","['120 m', '240 m', '300 m', 'None of these']",B,"Speed =54 x5m/sec = 15 m/sec.18Length of the train = (15 x 20)m = 300 m.Let the length of the platform bexmetres.Then,x+ 300= 1536x+ 300 = 540x= 240 m."
A train 240 m long passes a pole in 24 seconds. How long will it take to pass a platform 650 m long?,"['65 sec', '89 sec', '100 sec', '150 sec']",B,Speed =240m/sec = 10 m/sec.24Required time =240 + 650sec = 89 sec.10
Two trains of equal length are running on parallel lines in the same direction at 46 km/hr and 36 km/hr. The faster train passes the slower train in 36 seconds. The length of each train is:,"['50 m', '72 m', '80 m', '82 m']",A,"Let the length of each train bexmetres.Then, distance covered = 2xmetres.Relative speed = (46 - 36) km/hr=10 x5m/sec18=25m/sec92x=253692x= 100x= 50."
A train 360 m long is running at a speed of 45 km/hr. In what time will it pass a bridge 140 m long?,"['40 sec', '42 sec', '45 sec', '48 sec']",A,"Formula for converting from km/hr to m/s:Xkm/hr =Xx5m/s.18Therefore, Speed =45 x5m/sec=25m/sec.182Total distance to be covered = (360 + 140) m = 500 m.Formula for finding Time=DistanceSpeedRequired time =500 x 2sec= 40 sec.25"
Two trains are moving in opposite directions @ 60 km/hr and 90 km/hr. Their lengths are 1.10 km and 0.9 km respectively. The time taken by the slower train to cross the faster train in seconds is:,"['36', '45', '48', '49']",C,Relative speed = (60+ 90) km/hr=150 x5m/sec18=125m/sec.3Distance covered = (1.10 + 0.9) km = 2 km = 2000 m.Required time =2000 x3sec = 48 sec.125
A jogger running at 9 kmph alongside a railway track in 240 metres ahead of the engine of a 120 metres long train running at 45 kmph in the same direction. In how much time will the train pass the jogger?,"['3.6 sec', '18 sec', '36 sec', '72 sec']",C,Speed of train relative to jogger = (45 - 9) km/hr = 36 km/hr.=36 x5m/sec18= 10 m/sec.Distance to be covered = (240 + 120) m = 360 m.Time taken =360sec= 36 sec.10
